cell,cluster
HNSCC18_P16_G01_S265_comb,T_cell
HNSCC18_P3_D10_S334_comb,malignant
HNSCC18_P7_A07_S103_comb,Fibroblast
HNSCC16_P2_E12_S60_comb,Endothelial
HNSCC16_P9_G07_S271_comb,T_cell
HNSCC17_P3_C05_S221_comb,malignant
HNSCC17_P7_G10_S178_comb,CAF
HNSCC18_P15_E11_S59_comb,T_cell
HNSCC17_P2_H05_S89_comb,malignant
HNSCC17_P3_D07_S235_comb,malignant
HNSCC17_P7_E09_S153_comb,malignant
HNSCC16_P9_F12_S264_comb,T_cell
HNSCC17_P7_G01_S169_comb,Endothelial
HNSCC18_P2_H05_S185_comb,malignant
HNSCC17_P3_G09_S273_comb,malignant
HNSCC16_P9_A10_S202_comb,T_cell
HNSCC17_P2_E02_S50_comb,malignant
HNSCC17_P7_C09_S129_comb,malignant
HNSCC17_P3_F08_S260_comb,malignant
HNSCC16_P9_F05_S257_comb,T_cell
HNSCC17_P3_E04_S244_comb,malignant
HNSCC17_P7_A01_S97_comb,CAF
HNSCC18_P13_F06_S354_comb,T_cell
HNSCC17_P3_E06_S246_comb,malignant
HNSCC18_P15_C04_S28_comb,T_cell
HNSCC16_P9_G11_S275_comb,Mast
HNSCC17_P7_F07_S163_comb,Endothelial
HNSCC18_P2_G07_S175_comb,malignant
HNSCC16_P2_B10_S22_comb,CAF
HNSCC17_P2_E06_S54_comb,malignant
HNSCC18_P3_F02_S350_comb,malignant
HNSCC18_P2_G09_S177_comb,myofibroblast
HNSCC18_P3_F08_S356_comb,malignant
HNSCC17_P7_H12_S192_comb,Endothelial
HNSCC17_P7_H03_S183_comb,CAF
HNSCC18_P7_E06_S150_comb,malignant
HNSCC18_P16_H08_S284_comb,T_cell
HNSCC16_P2_H09_S93_comb,CAF
HNSCC18_P13_B06_S306_comb,T_cell
HNSCC17_P2_E07_S55_comb,myofibroblast
HNSCC18_P2_C05_S125_comb,malignant
HNSCC18_P7_D01_S133_comb,CAF
HNSCC18_P2_E04_S148_comb,malignant
HNSCC17_P2_G09_S81_comb,malignant
HNSCC16_P9_H02_S278_comb,CAF
HNSCC18_P7_D02_S134_comb,malignant
HNSCC18_P7_A10_S106_comb,Endothelial
HNSCC17_P3_A03_S195_comb,malignant
HNSCC18_P2_E08_S152_comb,malignant
HNSCC17_P2_G10_S82_comb,malignant
HNSCC16_P2_C10_S34_comb,Endothelial
HNSCC17_P3_B03_S207_comb,malignant
HNSCC17_P3_C06_S222_comb,malignant
HNSCC18_P16_B06_S210_comb,T_cell
HNSCC18_P7_A05_S101_comb,malignant
HNSCC17_P2_E11_S59_comb,malignant
HNSCC18_P7_H04_S184_comb,malignant
HNSCC18_P13_F04_S352_comb,T_cell
HNSCC16_P2_E06_S54_comb,malignant
HNSCC18_P16_B07_S211_comb,T_cell
HNSCC18_P7_G07_S175_comb,Endothelial
HNSCC18_P15_G12_S84_comb,T_cell
HNSCC18_P13_G02_S362_comb,T_cell
HNSCC17_P3_A10_S202_comb,malignant
HNSCC17_P3_A05_S197_comb,malignant
HNSCC18_P2_G10_S178_comb,malignant
HNSCC18_P13_G06_S366_comb,T_cell
HNSCC16_P9_F10_S262_comb,T_cell
HNSCC18_P15_A08_S8_comb,malignant
HNSCC17_P7_D09_S141_comb,CAF
HNSCC17_P3_F07_S259_comb,malignant
HNSCC17_P2_G06_S78_comb,malignant
HNSCC18_P7_E02_S146_comb,malignant
HNSCC16_P2_H12_S96_comb,CAF
HNSCC18_P15_A03_S3_comb,T_cell
HNSCC17_P7_E05_S149_comb,Endothelial
HNSCC18_P13_A09_S297_comb,Macrophage
HNSCC18_P15_D04_S40_comb,T_cell
HNSCC18_P3_D02_S326_comb,malignant
HNSCC17_P2_A06_S6_comb,malignant
HNSCC18_P7_E12_S156_comb,malignant
HNSCC17_P3_E08_S248_comb,malignant
HNSCC18_P2_E01_S145_comb,malignant
HNSCC16_P2_C04_S28_comb,Endothelial
HNSCC18_P15_C03_S27_comb,T_cell
HNSCC16_P9_A05_S197_comb,Macrophage
HNSCC17_P7_E08_S152_comb,Endothelial
HNSCC17_P2_A11_S11_comb,malignant
HNSCC16_P9_H05_S281_comb,CAF
HNSCC18_P13_E07_S343_comb,T_cell
HNSCC17_P3_E10_S250_comb,malignant
HNSCC16_P2_D05_S41_comb,Endothelial
HNSCC16_P9_E07_S247_comb,T_cell
HNSCC18_P13_E05_S341_comb,T_cell
HNSCC18_P2_E05_S149_comb,malignant
HNSCC18_P7_F11_S167_comb,myofibroblast
HNSCC17_P7_B12_S120_comb,malignant
HNSCC18_P7_H06_S186_comb,Endothelial
HNSCC18_P13_C09_S321_comb,T_cell
HNSCC17_P7_E06_S150_comb,CAF
HNSCC18_P7_F12_S168_comb,Endothelial
HNSCC17_P3_E01_S241_comb,malignant
HNSCC18_P2_G03_S171_comb,CAF
HNSCC17_P13_H06_S378_comb,B_cell
HNSCC17_P7_A09_S105_comb,CAF
HNSCC18_P13_G01_S361_comb,T_cell
HNSCC18_P13_F01_S349_comb,T_cell
HNSCC17_P3_C09_S225_comb,malignant
HNSCC18_P3_C01_S313_comb,malignant
HNSCC17_P3_C08_S224_comb,malignant
HNSCC18_P15_E03_S51_comb,T_cell
HNSCC16_P2_B12_S24_comb,Fibroblast
HNSCC17_P2_B09_S21_comb,malignant
HNSCC18_P15_B02_S14_comb,T_cell
HNSCC18_P16_F04_S256_comb,T_cell
HNSCC16_P2_E03_S51_comb,Endothelial
HNSCC17_P2_C02_S26_comb,malignant
HNSCC17_P2_D06_S42_comb,malignant
HNSCC16_P2_A02_S2_comb,Endothelial
HNSCC16_P2_E01_S49_comb,Endothelial
HNSCC18_P7_C08_S128_comb,CAF
HNSCC16_P9_E03_S243_comb,T_cell
HNSCC18_P2_F09_S165_comb,malignant
HNSCC16_P9_E10_S250_comb,T_cell
HNSCC18_P7_E05_S149_comb,Endothelial
HNSCC16_P2_H11_S95_comb,Endothelial
HNSCC18_P13_B09_S309_comb,T_cell
HNSCC18_P2_A05_S101_comb,malignant
HNSCC18_P15_A02_S2_comb,T_cell
HNSCC16_P2_C07_S31_comb,Endothelial
HNSCC16_P2_E08_S56_comb,Endothelial
HNSCC18_P2_B08_S116_comb,malignant
HNSCC18_P13_D03_S327_comb,T_cell
HNSCC16_P9_B12_S216_comb,T_cell
HNSCC18_P2_C12_S132_comb,malignant
HNSCC16_P9_D10_S238_comb,Mast
HNSCC16_P2_A09_S9_comb,CAF
HNSCC18_P2_G04_S172_comb,CAF
HNSCC16_P9_D11_S239_comb,T_cell
HNSCC16_P2_G11_S83_comb,Endothelial
HNSCC17_P7_F06_S162_comb,Endothelial
HNSCC18_P16_C05_S221_comb,T_cell
HNSCC18_P3_E12_S348_comb,malignant
HNSCC18_P2_H09_S189_comb,malignant
HNSCC16_P9_B08_S212_comb,T_cell
HNSCC18_P13_A11_S299_comb,Mast
HNSCC18_P13_D01_S325_comb,T_cell
HNSCC18_P15_F01_S61_comb,T_cell
HNSCC18_P2_E03_S147_comb,CAF
HNSCC17_P2_H09_S93_comb,malignant
HNSCC18_P3_H04_S376_comb,Mast
HNSCC17_P2_F06_S66_comb,malignant
HNSCC18_P13_E10_S346_comb,T_cell
HNSCC16_P2_E09_S57_comb,CAF
HNSCC16_P9_B01_S205_comb,T_cell
HNSCC16_P2_F11_S71_comb,myofibroblast
HNSCC17_P7_H05_S185_comb,CAF
HNSCC17_P3_H07_S283_comb,malignant
HNSCC18_P13_E11_S347_comb,T_cell
HNSCC16_P2_D01_S37_comb,CAF
HNSCC18_P3_G10_S370_comb,malignant
HNSCC17_P2_B12_S24_comb,malignant
HNSCC16_P2_E04_S52_comb,CAF
HNSCC18_P3_B11_S311_comb,CAF
HNSCC16_P9_F06_S258_comb,T_cell
HNSCC18_P2_C04_S124_comb,malignant
HNSCC18_P7_F06_S162_comb,myofibroblast
HNSCC16_P2_B11_S23_comb,myofibroblast
HNSCC18_P2_F02_S158_comb,malignant
HNSCC18_P3_E02_S338_comb,malignant
HNSCC16_P9_G10_S274_comb,T_cell
HNSCC17_P7_G12_S180_comb,malignant
HNSCC18_P2_F03_S159_comb,malignant
HNSCC17_P7_D03_S135_comb,CAF
HNSCC18_P2_F10_S166_comb,malignant
HNSCC18_P7_B08_S116_comb,myofibroblast
HNSCC18_P15_D09_S45_comb,T_cell
HNSCC18_P3_C07_S319_comb,malignant
HNSCC17_P2_C04_S28_comb,malignant
HNSCC18_P2_E09_S153_comb,malignant
HNSCC17_P2_D02_S38_comb,malignant
HNSCC17_P7_D11_S143_comb,malignant
HNSCC18_P15_A11_S11_comb,T_cell
HNSCC18_P15_A01_S1_comb,T_cell
HNSCC18_P13_H02_S374_comb,T_cell
HNSCC18_P13_B08_S308_comb,Macrophage
HNSCC16_P9_B05_S209_comb,Mast
HNSCC16_P9_A09_S201_comb,T_cell
HNSCC16_P9_D07_S235_comb,Mast
HNSCC16_P9_C02_S218_comb,T_cell
HNSCC17_P7_B10_S118_comb,CAF
HNSCC18_P15_G06_S78_comb,T_cell
HNSCC17_P3_H06_S282_comb,Mast
HNSCC16_P9_A08_S200_comb,T_cell
HNSCC17_P3_H12_S288_comb,malignant
HNSCC16_P2_C08_S32_comb,Endothelial
HNSCC18_P7_F10_S166_comb,B_cell
HNSCC17_P3_F12_S264_comb,malignant
HNSCC17_P7_G05_S173_comb,malignant
HNSCC17_P7_H06_S186_comb,CAF
HNSCC18_P13_C12_S324_comb,T_cell
HNSCC18_P7_A12_S108_comb,B_cell
HNSCC18_P7_D07_S139_comb,CAF
HNSCC18_P16_H07_S283_comb,T_cell
HNSCC17_P2_H08_S92_comb,malignant
HNSCC17_P3_G02_S266_comb,malignant
HNSCC18_P3_A01_S289_comb,malignant
HNSCC16_P9_H04_S280_comb,CAF
HNSCC17_P3_C07_S223_comb,malignant
HNSCC17_P13_B10_S310_comb,T_cell
HNSCC18_P13_C11_S323_comb,malignant
HNSCC16_P9_G06_S270_comb,T_cell
HNSCC17_P3_E09_S249_comb,malignant
HNSCC17_P7_G04_S172_comb,Endothelial
HNSCC17_P7_H02_S182_comb,malignant
HNSCC17_P7_B04_S112_comb,Endothelial
HNSCC16_P2_B02_S14_comb,CAF
HNSCC18_P7_A04_S100_comb,CAF
HNSCC18_P3_G03_S363_comb,malignant
HNSCC17_P2_C05_S29_comb,malignant
HNSCC17_P2_A10_S10_comb,malignant
HNSCC18_P3_G02_S362_comb,malignant
HNSCC16_P2_G05_S77_comb,CAF
HNSCC18_P15_G04_S76_comb,T_cell
HNSCC18_P7_D12_S144_comb,CAF
HNSCC16_P2_C06_S30_comb,Endothelial
HNSCC17_P2_D04_S40_comb,malignant
HNSCC17_P13_B03_S303_comb,Mast
HNSCC17_P3_B05_S209_comb,malignant
HNSCC18_P13_A07_S295_comb,T_cell
HNSCC16_P2_H10_S94_comb,CAF
HNSCC18_P3_F10_S358_comb,malignant
HNSCC16_P9_A07_S199_comb,T_cell
HNSCC17_P3_G06_S270_comb,malignant
HNSCC18_P15_G03_S75_comb,T_cell
HNSCC18_P13_E04_S340_comb,T_cell
HNSCC18_P2_H07_S187_comb,malignant
HNSCC18_P16_G02_S266_comb,T_cell
HNSCC16_P2_G02_S74_comb,Endothelial
HNSCC18_P16_C10_S226_comb,T_cell
HNSCC18_P16_A11_S203_comb,T_cell
HNSCC18_P2_B12_S120_comb,malignant
HNSCC16_P2_D02_S38_comb,Endothelial
HNSCC16_P9_E02_S242_comb,T_cell
HNSCC18_P2_C07_S127_comb,malignant
HNSCC18_P2_B11_S119_comb,malignant
HNSCC18_P7_G03_S171_comb,Endothelial
HNSCC16_P2_H05_S89_comb,Endothelial
HNSCC16_P2_G06_S78_comb,Endothelial
HNSCC18_P2_D06_S138_comb,malignant
HNSCC18_P2_B04_S112_comb,malignant
HNSCC16_P9_C04_S220_comb,T_cell
HNSCC18_P16_A05_S197_comb,T_cell
HNSCC17_P2_E01_S49_comb,malignant
HNSCC18_P7_F03_S159_comb,malignant
HNSCC17_P2_A12_S12_comb,malignant
HNSCC17_P3_H09_S285_comb,malignant
HNSCC18_P3_H05_S377_comb,malignant
HNSCC17_P7_F01_S157_comb,malignant
HNSCC17_P2_H11_S95_comb,malignant
HNSCC17_P3_D11_S239_comb,malignant
HNSCC18_P16_H09_S285_comb,T_cell
HNSCC18_P15_F05_S65_comb,T_cell
HNSCC18_P16_B03_S207_comb,T_cell
HNSCC17_P2_E04_S52_comb,malignant
HNSCC17_P2_D05_S41_comb,malignant
HNSCC18_P13_G05_S365_comb,T_cell
HNSCC18_P13_C03_S315_comb,T_cell
HNSCC17_P13_G12_S372_comb,B_cell
HNSCC17_P3_G04_S268_comb,malignant
HNSCC17_P3_A09_S201_comb,malignant
HNSCC16_P2_G10_S82_comb,myofibroblast
HNSCC16_P9_B10_S214_comb,T_cell
HNSCC17_P7_E04_S148_comb,CAF
HNSCC16_P9_F11_S263_comb,T_cell
HNSCC17_P3_A06_S198_comb,malignant
HNSCC17_P2_G12_S84_comb,malignant
HNSCC18_P2_A10_S106_comb,malignant
HNSCC17_P7_H09_S189_comb,Endothelial
HNSCC17_P2_F03_S63_comb,malignant
HNSCC18_P7_A09_S105_comb,malignant
HNSCC18_P13_C08_S320_comb,T_cell
HNSCC17_P2_B01_S13_comb,malignant
HNSCC17_P7_A12_S108_comb,myofibroblast
HNSCC18_P7_B11_S119_comb,Endothelial
HNSCC17_P3_A08_S200_comb,malignant
HNSCC18_P7_F05_S161_comb,malignant
HNSCC17_P3_C12_S228_comb,malignant
HNSCC18_P13_H12_S384_comb,T_cell
HNSCC18_P3_G07_S367_comb,malignant
HNSCC18_P13_D09_S333_comb,T_cell
HNSCC18_P3_D11_S335_comb,malignant
HNSCC16_P2_B08_S20_comb,Endothelial
HNSCC17_P2_C08_S32_comb,malignant
HNSCC17_P7_D02_S134_comb,malignant
HNSCC17_P13_E02_S338_comb,B_cell
HNSCC18_P15_G05_S77_comb,T_cell
HNSCC17_P2_A08_S8_comb,malignant
HNSCC17_P3_B06_S210_comb,malignant
HNSCC16_P9_D12_S240_comb,T_cell
HNSCC17_P7_G11_S179_comb,malignant
HNSCC16_P2_A10_S10_comb,Endothelial
HNSCC16_P9_D08_S236_comb,T_cell
HNSCC17_P2_H01_S85_comb,malignant
HNSCC16_P9_C03_S219_comb,T_cell
HNSCC18_P7_G05_S173_comb,Endothelial
HNSCC17_P2_H04_S88_comb,malignant
HNSCC18_P2_D11_S143_comb,malignant
HNSCC18_P15_B03_S15_comb,T_cell
HNSCC18_P15_E05_S53_comb,T_cell
HNSCC17_P7_G02_S170_comb,malignant
HNSCC16_P2_H01_S85_comb,Endothelial
HNSCC18_P2_E10_S154_comb,malignant
HNSCC18_P16_H12_S288_comb,T_cell
HNSCC17_P2_G04_S76_comb,malignant
HNSCC17_P3_F05_S257_comb,malignant
HNSCC17_P2_F04_S64_comb,myofibroblast
HNSCC18_P7_B04_S112_comb,malignant
HNSCC18_P13_F02_S350_comb,B_cell
HNSCC18_P13_E03_S339_comb,T_cell
HNSCC17_P2_E09_S57_comb,malignant
HNSCC17_P3_G05_S269_comb,malignant
HNSCC18_P7_H01_S181_comb,Endothelial
HNSCC17_P2_D10_S46_comb,malignant
HNSCC18_P15_E10_S58_comb,T_cell
HNSCC17_P3_F01_S253_comb,malignant
HNSCC16_P2_H03_S87_comb,Mast
HNSCC16_P2_A05_S5_comb,Endothelial
HNSCC17_P7_F08_S164_comb,CAF
HNSCC17_P13_G01_S361_comb,T_cell
HNSCC18_P7_C03_S123_comb,Endothelial
HNSCC16_P9_A02_S194_comb,T_cell
HNSCC18_P15_A04_S4_comb,T_cell
HNSCC18_P7_D04_S136_comb,malignant
HNSCC18_P3_C11_S323_comb,malignant
HNSCC18_P3_E08_S344_comb,malignant
HNSCC17_P3_A07_S199_comb,malignant
HNSCC16_P2_B03_S15_comb,Endothelial
HNSCC18_P7_C04_S124_comb,CAF
HNSCC17_P3_B12_S216_comb,malignant
HNSCC18_P7_D06_S138_comb,CAF
HNSCC18_P13_A06_S294_comb,T_cell
HNSCC17_P2_G05_S77_comb,malignant
HNSCC18_P15_B01_S13_comb,T_cell
HNSCC18_P2_F07_S163_comb,myofibroblast
HNSCC17_P3_E05_S245_comb,malignant
HNSCC17_P3_F04_S256_comb,malignant
HNSCC16_P9_C12_S228_comb,T_cell
HNSCC17_P7_F04_S160_comb,CAF
HNSCC18_P13_C04_S316_comb,B_cell
HNSCC17_P7_B11_S119_comb,CAF
HNSCC18_P15_G07_S79_comb,T_cell
HNSCC18_P7_H07_S187_comb,CAF
HNSCC16_P9_H11_S287_comb,malignant
HNSCC16_P2_D12_S48_comb,Fibroblast
HNSCC18_P13_G11_S371_comb,T_cell
HNSCC17_P2_D08_S44_comb,malignant
HNSCC18_P13_A03_S291_comb,T_cell
HNSCC17_P7_E11_S155_comb,malignant
HNSCC18_P13_C02_S314_comb,B_cell
HNSCC17_P2_A02_S2_comb,malignant
HNSCC18_P7_C06_S126_comb,CAF
HNSCC18_P7_B01_S109_comb,CAF
HNSCC18_P13_E01_S337_comb,T_cell
HNSCC18_P2_F06_S162_comb,malignant
HNSCC18_P7_C09_S129_comb,CAF
HNSCC18_P7_G10_S178_comb,myocyte
HNSCC17_P3_D09_S237_comb,malignant
HNSCC18_P7_G01_S169_comb,CAF
HNSCC18_P2_C01_S121_comb,malignant
HNSCC18_P15_C11_S35_comb,T_cell
HNSCC18_P16_F02_S254_comb,T_cell
HNSCC18_P3_D08_S332_comb,malignant
HNSCC18_P13_A05_S293_comb,Mast
HNSCC18_P13_E06_S342_comb,Macrophage
HNSCC18_P15_C10_S34_comb,T_cell
HNSCC17_P2_C10_S34_comb,malignant
HNSCC16_P9_A11_S203_comb,Macrophage
HNSCC16_P9_G02_S266_comb,T_cell
HNSCC18_P7_C05_S125_comb,Endothelial
HNSCC18_P7_A11_S107_comb,CAF
HNSCC18_P3_C03_S315_comb,malignant
HNSCC18_P13_A12_S300_comb,T_cell
HNSCC17_P3_F11_S263_comb,malignant
HNSCC17_P3_D12_S240_comb,malignant
HNSCC16_P9_D01_S229_comb,T_cell
HNSCC17_P2_D09_S45_comb,malignant
HNSCC17_P2_G08_S80_comb,malignant
HNSCC18_P7_D11_S143_comb,malignant
HNSCC17_P2_F01_S61_comb,malignant
HNSCC17_P3_C03_S219_comb,malignant
HNSCC18_P2_B05_S113_comb,malignant
HNSCC17_P3_A02_S194_comb,Mast
HNSCC16_P2_H02_S86_comb,Endothelial
HNSCC16_P9_E01_S241_comb,T_cell
HNSCC16_P9_B03_S207_comb,T_cell
HNSCC17_P2_D11_S47_comb,malignant
HNSCC16_P9_C06_S222_comb,T_cell
HNSCC17_P7_C07_S127_comb,malignant
HNSCC17_P13_A01_S289_comb,T_cell
HNSCC17_P2_F12_S72_comb,malignant
HNSCC17_P2_C12_S36_comb,malignant
HNSCC18_P16_H11_S287_comb,Macrophage
HNSCC18_P2_A06_S102_comb,malignant
HNSCC17_P3_G10_S274_comb,malignant
HNSCC18_P15_E07_S55_comb,T_cell
HNSCC17_P3_E02_S242_comb,malignant
HNSCC18_P3_F05_S353_comb,malignant
HNSCC17_P7_E10_S154_comb,CAF
HNSCC17_P2_B04_S16_comb,malignant
HNSCC16_P2_F12_S72_comb,CAF
HNSCC17_P2_D03_S39_comb,malignant
HNSCC16_P9_C05_S221_comb,T_cell
HNSCC17_P7_C03_S123_comb,CAF
HNSCC18_P2_D01_S133_comb,malignant
HNSCC17_P3_D08_S236_comb,malignant
HNSCC18_P2_F01_S157_comb,malignant
HNSCC16_P2_F09_S69_comb,myofibroblast
HNSCC18_P7_B03_S111_comb,myofibroblast
HNSCC16_P2_H08_S92_comb,CAF
HNSCC16_P9_D04_S232_comb,T_cell
HNSCC18_P13_H10_S382_comb,T_cell
HNSCC18_P7_E04_S148_comb,CAF
HNSCC17_P2_G02_S74_comb,malignant
HNSCC17_P3_C10_S226_comb,malignant
HNSCC17_P2_H02_S86_comb,malignant
HNSCC18_P7_B02_S110_comb,Endothelial
HNSCC18_P7_E01_S145_comb,myofibroblast
HNSCC18_P2_A12_S108_comb,malignant
HNSCC18_P7_B09_S117_comb,Mast
HNSCC17_P2_E12_S60_comb,malignant
HNSCC18_P3_E04_S340_comb,malignant
HNSCC16_P9_E08_S248_comb,Mast
HNSCC18_P15_F11_S71_comb,T_cell
HNSCC18_P7_E08_S152_comb,malignant
HNSCC18_P3_F01_S349_comb,malignant
HNSCC17_P3_G12_S276_comb,malignant
HNSCC18_P3_B08_S308_comb,myofibroblast
HNSCC16_P2_E07_S55_comb,Endothelial
HNSCC16_P9_F08_S260_comb,T_cell
HNSCC18_P2_A07_S103_comb,malignant
HNSCC17_P3_H03_S279_comb,malignant
HNSCC16_P9_E12_S252_comb,T_cell
HNSCC17_P3_H05_S281_comb,malignant
HNSCC16_P2_D06_S42_comb,CAF
HNSCC17_P2_D12_S48_comb,malignant
HNSCC16_P9_B07_S211_comb,T_cell
HNSCC17_P2_F07_S67_comb,malignant
HNSCC18_P16_C07_S223_comb,T_cell
HNSCC16_P9_G04_S268_comb,T_cell
HNSCC17_P2_G01_S73_comb,malignant
HNSCC18_P3_H10_S382_comb,Fibroblast
HNSCC16_P2_F06_S66_comb,Endothelial
HNSCC17_P7_B06_S114_comb,CAF
HNSCC17_P2_B11_S23_comb,malignant
HNSCC18_P13_C06_S318_comb,T_cell
HNSCC17_P13_E12_S348_comb,T_cell
HNSCC18_P2_F12_S168_comb,Mast
HNSCC17_P7_D10_S142_comb,CAF
HNSCC18_P15_F06_S66_comb,T_cell
HNSCC16_P2_E11_S59_comb,malignant
HNSCC16_P9_A12_S204_comb,T_cell
HNSCC18_P15_G09_S81_comb,T_cell
HNSCC18_P7_B12_S120_comb,Endothelial
HNSCC18_P15_E12_S60_comb,T_cell
HNSCC17_P2_B08_S20_comb,malignant
HNSCC18_P2_F11_S167_comb,malignant
HNSCC17_P2_A03_S3_comb,malignant
HNSCC18_P2_G01_S169_comb,malignant
HNSCC17_P2_H06_S90_comb,malignant
HNSCC18_P16_F09_S261_comb,T_cell
HNSCC16_P2_H04_S88_comb,Endothelial
HNSCC18_P7_E07_S151_comb,malignant
HNSCC16_P9_A01_S193_comb,T_cell
HNSCC16_P9_D06_S234_comb,T_cell
HNSCC18_P7_H02_S182_comb,CAF
HNSCC16_P9_G05_S269_comb,T_cell
HNSCC17_P3_H04_S280_comb,malignant
HNSCC17_P7_E03_S147_comb,Endothelial
HNSCC18_P7_E10_S154_comb,malignant
HNSCC18_P15_C02_S26_comb,T_cell
HNSCC16_P2_F03_S63_comb,Endothelial
HNSCC16_P2_D07_S43_comb,Endothelial
HNSCC17_P3_F10_S262_comb,malignant
HNSCC18_P2_B07_S115_comb,malignant
HNSCC17_P1_HNSCC17_P1_F01,malignant
HNSCC17_P1_HNSCC17_P1_H09,malignant
HNSCC17_P1_HNSCC17_P1_A11,malignant
HNSCC17_P1_HNSCC17_P1_E12,malignant
HNSCC17_P1_HNSCC17_P1_G07,malignant
HNSCC17_P1_HNSCC17_P1_C11,malignant
HNSCC17_P1_HNSCC17_P1_H02,malignant
HNSCC17_P1_HNSCC17_P1_D05,malignant
HNSCC17_P1_HNSCC17_P1_B05,malignant
HNSCC17_P1_HNSCC17_P1_B06,malignant
HNSCC17_P1_HNSCC17_P1_B04,malignant
HNSCC17_P1_HNSCC17_P1_H03,malignant
HNSCC17_P1_HNSCC17_P1_A10,malignant
HNSCC17_P1_HNSCC17_P1_D03,Mast
HNSCC17_P1_HNSCC17_P1_D11,malignant
HNSCC17_P1_HNSCC17_P1_E06,malignant
HNSCC17_P1_HNSCC17_P1_C04,malignant
HNSCC17_P1_HNSCC17_P1_D09,malignant
HNSCC17_P1_HNSCC17_P1_C06,malignant
HNSCC17_P1_HNSCC17_P1_C01,malignant
HNSCC17_P1_HNSCC17_P1_D01,malignant
HNSCC17_P1_HNSCC17_P1_A07,malignant
HNSCC17_P1_HNSCC17_P1_H07,malignant
HNSCC17_P1_HNSCC17_P1_C08,malignant
HNSCC17_P1_HNSCC17_P1_A09,malignant
HNSCC17_P1_HNSCC17_P1_A03,malignant
HNSCC17_P1_HNSCC17_P1_D06,malignant
HNSCC17_P1_HNSCC17_P1_G06,malignant
HNSCC17_P1_HNSCC17_P1_D07,malignant
HNSCC17_P1_HNSCC17_P1_C12,malignant
HNSCC17_P1_HNSCC17_P1_F12,malignant
HNSCC17_P1_HNSCC17_P1_A08,malignant
HNSCC17_P1_HNSCC17_P1_B10,malignant
HNSCC17_P1_HNSCC17_P1_F03,malignant
HNSCC17_P1_HNSCC17_P1_H11,malignant
HNSCC17_P1_HNSCC17_P1_G03,malignant
HNSCC17_P1_HNSCC17_P1_F05,malignant
HNSCC17_P1_HNSCC17_P1_C03,malignant
HNSCC17_P1_HNSCC17_P1_E07,malignant
HNSCC17_P1_HNSCC17_P1_E01,malignant
HNSCC17_P1_HNSCC17_P1_C02,malignant
HNSCC17_P1_HNSCC17_P1_E09,malignant
HNSCC17_P1_HNSCC17_P1_H10,malignant
HNSCC17_P1_HNSCC17_P1_C09,malignant
HNSCC17_P1_HNSCC17_P1_F08,malignant
HNSCC17_P1_HNSCC17_P1_B07,malignant
HNSCC17_P1_HNSCC17_P1_C10,malignant
HNSCC17_P1_HNSCC17_P1_H05,malignant
HNSCC17_P1_HNSCC17_P1_E05,malignant
HNSCC17_P1_HNSCC17_P1_E02,malignant
HNSCC17_P1_HNSCC17_P1_D08,malignant
HNSCC17_P1_HNSCC17_P1_B03,malignant
HNSCC17_P1_HNSCC17_P1_D04,malignant
HNSCC17_P1_HNSCC17_P1_F07,malignant
HNSCC17_P1_HNSCC17_P1_D10,malignant
HNSCC17_P1_HNSCC17_P1_E04,malignant
HNSCC17_P1_HNSCC17_P1_G02,B_cell
HNSCC17_P1_HNSCC17_P1_A05,malignant
HNSCC17_P1_HNSCC17_P1_C07,malignant
HNSCC17_P1_HNSCC17_P1_F06,malignant
HNSCC17_P1_HNSCC17_P1_F02,malignant
HNSCC17_P1_HNSCC17_P1_D02,malignant
HNSCC17_P1_HNSCC17_P1_G05,malignant
HNSCC17_P1_HNSCC17_P1_E10,malignant
HNSCC17_P1_HNSCC17_P1_H01,malignant
HNSCC17_P1_HNSCC17_P1_G12,malignant
HNSCC17_P1_HNSCC17_P1_H08,malignant
HNSCC17_P1_HNSCC17_P1_H12,malignant
HNSCC17_P1_HNSCC17_P1_G09,malignant
HNSCC17_P1_HNSCC17_P1_A06,malignant
HNSCC17_P1_HNSCC17_P1_E08,malignant
HNSCC17_P1_HNSCC17_P1_G01,malignant
HNSCC17_P1_HNSCC17_P1_B12,malignant
HNSCC17_P1_HNSCC17_P1_E11,malignant
HNSCC17_P1_HNSCC17_P1_A04,malignant
HNSCC17_P1_HNSCC17_P1_F09,malignant
HNSCC17_P1_HNSCC17_P1_A12,malignant
HNSCC17_P1_HNSCC17_P1_F10,malignant
HNSCC17_P1_HNSCC17_P1_A02,malignant
HNSCC17_P1_HNSCC17_P1_B08,malignant
HNSCC17_P1_HNSCC17_P1_G04,malignant
HNSCC17_P1_HNSCC17_P1_G11,malignant
HNSCC17_P1_HNSCC17_P1_B01,malignant
HNSCC17_P1_HNSCC17_P1_F11,malignant
HNSCC17_P1_HNSCC17_P1_B02,malignant
HNSCC17_P1_HNSCC17_P1_H04,malignant
HNSCC17_P1_HNSCC17_P1_D12,malignant
HNSCC17_P1_HNSCC17_P1_H06,malignant
HNSCC17_P8_HNSCC17_P8_E08,T_cell
HNSCC17_P8_HNSCC17_P8_B11,T_cell
HNSCC17_P8_HNSCC17_P8_E01,T_cell
HNSCC17_P8_HNSCC17_P8_E09,T_cell
HNSCC17_P8_HNSCC17_P8_B12,T_cell
